total_rooms,total_bedrooms
1888.0,411.0
1889.0,398.5
1890.0,400.0
1891.0,337.0
1892.0,404.5
1893.0,442.0
1894.0,367.5
1895.0,420.0
1896.0,412.0
1897.0,332.5
1898.0,450.5
1899.0,402.0
1900.0,401.0
1901.0,397.0
1902.0,402.0
1903.0,386.0
1904.0,320.0
1905.0,373.0
1906.0,371.0
1907.0,336.5
1908.0,422.5
1909.0,398.0
1910.0,352.0
1911.0,472.0
1912.0,372.5
1913.0,441.0
1914.0,425.0
1915.0,316.0
1916.0,432.0
1917.0,419.0
1918.0,351.5
1919.0,377.0
1920.0,425.5
1921.0,409.5
1922.0,377.5
1923.0,386.0
1924.0,520.0
1925.0,443.0
1926.0,556.0
1927.0,386.0
1928.0,429.0
1929.0,417.0
1930.0,358.5
1931.0,422.0
1932.0,419.0
1933.0,411.0
1934.0,408.0
1935.0,424.0
1936.0,363.5
1937.0,439.0
1938.0,399.0
1939.0,355.0
1940.0,384.0
1941.0,456.5
1942.0,415.5
1943.0,388.5
1944.0,353.0
1945.0,413.0
1946.0,400.0
1947.0,383.0
1948.0,378.5
1949.0,445.0
1950.0,385.0
1951.0,353.0
1952.0,434.0
1953.0,404.0
1954.0,368.0
1955.0,398.0
1956.0,336.5
1957.0,409.0
1958.0,368.0
1959.0,342.0
1960.0,393.0
1961.0,565.0
1962.0,387.0
1963.0,425.0
1964.0,315.0
1965.0,480.0
1966.0,380.5
1967.0,355.0
1968.0,411.0
1969.0,353.0
1970.0,453.5
1971.0,374.0
1972.0,367.0
1973.0,367.0
1974.0,426.0
1975.0,373.0
1976.0,469.0
1977.0,481.5
1978.0,455.5
1979.0,443.0
1980.0,614.0
1981.0,371.0
1982.0,358.0
1983.0,344.0
1984.0,420.0
1985.0,432.0
1986.0,427.0
1987.0,390.5
1988.0,483.0
1989.0,401.0
1990.0,442.0
1991.0,426.0
1992.0,392.0
1993.0,396.0
1994.0,441.0
1995.0,448.0
1996.0,405.0
1997.0,358.5
1998.0,414.0
1999.0,415.0
2000.0,383.5
2001.0,373.0
2002.0,416.0
2003.0,399.5
2004.0,385.0
2005.0,363.5
2006.0,453.0
2007.0,397.0
2008.0,466.0
2009.0,419.0
2010.0,433.0
2011.0,495.0
2012.0,391.0
2013.0,568.0
2014.0,453.5
2015.0,356.0
2016.0,387.0
2017.0,393.0
2018.0,415.0
2019.0,394.0
2020.0,433.5
2021.0,433.0
2022.0,333.5
2023.0,358.5
2024.0,339.0
2025.0,489.5
2026.0,439.0
2027.0,428.0
2028.0,489.0
2029.0,367.5
2030.0,545.0
2031.0,357.0
2032.0,328.0
2033.0,445.0
2034.0,341.0
2035.0,501.0
2036.0,394.5
2037.0,489.5
2038.0,379.0
2039.0,373.0
2040.0,402.0
2041.0,349.0
2042.0,378.0
2043.0,443.0
2044.0,402.0
2045.0,378.0
2046.0,569.5
2047.0,347.0
2048.0,425.0
2049.0,407.5
2050.0,485.0
2051.0,351.0
2052.0,435.0
2053.0,426.5
2054.0,398.0
2055.0,400.0
2056.0,413.0
2057.0,550.0
2058.0,412.0
2059.0,388.0
2060.0,398.5
2061.0,465.0
2062.0,376.0
2063.0,496.0
2064.0,460.5
2065.0,454.5
2066.0,401.0
2067.0,452.0
2068.0,356.0
2069.0,364.5
2070.0,490.5
2071.0,398.0
2072.0,385.0
2073.0,494.0
2074.0,394.0
2075.0,424.0
2076.0,462.0
2077.0,491.0
2079.0,343.0
2080.0,441.0
2081.0,412.0
2082.0,612.0
2083.0,506.0
2084.0,433.0
2085.0,346.0
2086.0,458.0
2087.0,407.0
2088.0,388.0
2089.0,399.0
2090.0,478.0
2091.0,360.0
2092.0,522.0
2093.0,303.0
2094.0,380.0
2095.0,410.0
2096.0,409.0
2097.0,351.0
2098.0,378.0
2099.0,419.5
2101.0,468.0
2102.0,367.5
2103.0,411.0
2104.0,407.0
2105.0,396.0
2106.0,410.0
2107.0,445.0
2108.0,408.0
2109.0,504.0
2110.0,409.0
2111.0,369.5
2112.0,368.5
2113.0,389.0
2114.0,523.5
2115.0,489.0
2116.0,449.5
2117.0,353.0
2118.0,471.5
2119.0,444.0
2120.0,447.5
2121.0,404.0
2122.0,462.0
2123.0,425.0
2124.0,449.0
2125.0,431.0
2126.0,428.5
2127.0,512.0
2128.0,477.0
2129.0,420.0
2130.0,545.0
2131.0,399.0
2132.0,495.0
2133.0,518.0
2134.0,646.5
2135.0,560.0
2136.0,553.0
2137.0,342.0
2138.0,491.5
2139.0,440.0
2140.0,422.5
2141.0,451.0
2142.0,433.5
2143.0,565.0
2144.0,400.0
2145.0,359.5
2146.0,395.0
2147.0,416.0
2148.0,509.0
2149.0,493.0
2150.0,461.0
2151.0,442.0
2152.0,527.0
2153.0,418.0
2154.0,452.0
2155.0,386.5
2156.0,469.0
2157.0,418.0
2158.0,418.5
2159.0,437.0
2160.0,504.0
2161.0,436.0
2162.0,446.0
2163.0,392.0
2164.0,480.0
2165.0,536.0
2166.0,423.0
2167.0,453.5
2168.0,357.0
2169.0,332.0
2170.0,401.0
2171.0,471.0
2172.0,437.0
2173.0,689.5
2174.0,454.0
2175.0,421.5
2176.0,441.5
2177.0,521.0
2178.0,466.0
2179.0,401.0
2180.0,423.0
2181.0,371.0
2182.0,492.0
2183.0,374.5
2184.0,405.0
2185.0,435.0
2186.0,467.0
2187.0,374.5
2188.0,488.5
2189.0,423.0
2190.0,496.0
2191.0,437.0
2192.0,430.5
2193.0,506.0
2194.0,504.0
2195.0,449.0
2196.0,486.0
2197.0,423.0
2198.0,466.0
2199.0,444.0
2200.0,422.0
2201.0,429.0
2202.0,452.0
2203.0,412.0
2204.0,508.0
2205.0,453.0
2206.0,541.0
2207.0,604.5
2208.0,477.0
2209.0,549.0
2210.0,490.5
2211.0,367.0
2212.0,533.0
2213.0,390.0
2214.0,421.0
2215.0,479.5
2216.0,458.0
2217.0,451.0
2218.0,361.5
2219.0,546.0
2220.0,418.5
2221.0,549.0
2222.0,542.0
2223.0,410.0
2224.0,493.5
2225.0,485.0
2226.0,480.0
2227.0,517.0
2228.0,475.5
2229.0,431.5
2230.0,513.0
2231.0,424.5
2232.0,448.0
2233.0,517.0
2234.0,342.5
2236.0,348.0
2237.0,459.0
2238.0,523.0
2239.0,439.0
2240.0,443.0
2241.0,441.5
2242.0,493.0
2243.0,399.0
2244.0,442.0
2245.0,407.0
2246.0,467.0
2247.0,526.0
2248.0,460.0
2249.0,530.0
2250.0,430.0
2251.0,510.0
2252.0,415.0
2253.0,431.0
2254.0,467.5
2255.0,413.0
2256.0,450.0
2257.0,357.0
2258.0,456.0
2259.0,425.0
2260.0,354.0
2261.0,564.5
2262.0,519.0
2263.0,430.0
2264.0,439.0
2265.0,524.5
2267.0,382.0
2268.0,404.0
2269.0,482.0
2270.0,469.5
2271.0,428.0
2272.0,498.0
2273.0,484.5
2274.0,514.0
2275.0,469.0
2276.0,429.0
2277.0,474.0
2278.0,479.0
2279.0,591.0
2280.0,580.0
2281.0,435.0
2282.0,482.5
2283.0,506.0
2284.0,511.0
2285.0,488.0
2286.0,468.0
2287.0,368.5
2288.0,461.0
2289.0,528.5
2290.0,521.5
2292.0,501.5
2293.0,480.0
2294.0,444.5
2295.0,399.0
2296.0,509.0
2297.0,417.5
2298.0,511.0
2299.0,441.0
2300.0,488.0
2301.0,441.5
2302.0,457.0
2303.0,381.0
2304.0,484.5
2305.0,704.5
2306.0,377.0
2307.0,493.0
2308.0,452.0
2309.0,497.5
2310.0,458.0
2311.0,463.0
2312.0,438.5
2313.0,484.5
2314.0,455.5
2315.0,429.5
2316.0,491.5
2317.0,448.0
2318.0,599.5
2319.0,430.0
2320.0,422.0
2321.0,426.5
2322.0,459.0
2323.0,406.0
2324.0,535.5
2325.0,504.0
2326.0,523.0
2327.0,642.0
2328.0,335.0
2329.0,542.0
2330.0,428.0
2331.0,460.5
2332.0,434.0
2333.0,451.5
2334.0,482.5
2335.0,433.5
2336.0,644.0
2337.0,768.0
2338.0,652.0
2339.0,465.0
2340.0,604.0
2341.0,480.5
2342.0,448.5
2343.0,393.0
2344.0,407.0
2345.0,615.5
2346.0,399.0
2347.0,512.0
2348.0,701.0
2349.0,431.0
2350.0,565.0
2351.0,445.0
2352.0,536.0
2353.0,498.5
2355.0,426.0
2356.0,453.5
2357.0,484.0
2358.0,454.0
2359.0,591.0
2360.0,465.5
2361.0,476.5
2362.0,468.0
2363.0,408.0
2364.0,557.0
2365.0,471.0
2366.0,407.5
2367.0,409.0
2369.0,469.0
2370.0,424.0
2371.0,375.0
2372.0,444.0
2373.0,576.5
2374.0,529.0
2375.0,434.0
2376.0,559.0
2377.0,445.0
2378.0,571.5
2379.0,455.0
2380.0,553.0
2381.0,467.0
2382.0,411.5
2383.0,591.5
2384.0,458.0
2385.0,442.5
2386.0,489.0
2387.0,437.0
2388.0,507.0
2389.0,531.0
2390.0,453.0
2391.0,528.0
2392.0,563.5
2393.0,571.5
2394.0,443.0
2395.0,517.0
2396.0,462.0
2397.0,501.0
2398.0,419.0
2399.0,472.0
2400.0,427.0
2401.0,409.0
2402.0,492.0
2403.0,506.5
2404.0,444.0
2405.0,527.0
2406.0,427.5
2407.0,605.5
2408.0,535.0
2409.0,536.0
2410.0,628.5
2411.0,354.0
2412.0,524.0
2413.0,471.5
2414.0,594.0
2415.0,523.5
2416.0,479.5
2417.0,472.5
2418.0,389.0
2419.0,485.0
2420.0,439.0
2421.0,580.0
2422.0,530.5
2423.0,435.0
2424.0,501.0
2425.0,435.0
2426.0,440.0
2427.0,401.0
2428.0,513.0
2429.0,459.0
2430.0,417.0
2431.0,534.0
2432.0,586.0
2433.0,539.0
2434.0,511.0
2435.0,371.0
2436.0,541.0
2437.0,443.0
2438.0,599.0
2439.0,514.0
2440.0,502.0
2441.0,463.0
2442.0,671.5
2443.0,492.0
2444.0,493.5
2445.0,501.0
2446.0,459.5
2447.0,503.0
2448.0,475.0
2449.0,491.5
2450.0,575.0
2451.0,657.0
2452.0,459.5
2453.0,537.0
2454.0,484.5
2455.0,532.0
2456.0,479.0
2457.0,552.0
2458.0,433.0
2459.0,489.0
2460.0,401.0
2461.0,548.5
2462.0,553.0
2463.0,444.5
2464.0,472.0
2465.0,539.0
2467.0,469.0
2468.0,622.0
2469.0,568.5
2470.0,695.0
2471.0,485.5
2472.0,465.5
2473.0,438.0
2474.0,513.0
2475.0,502.0
2476.0,472.0
2477.0,372.0
2478.0,447.5
2479.0,503.0
2480.0,401.0
2481.0,569.5
2482.0,410.5
2483.0,528.0
2484.0,525.0
2485.0,436.5
2486.0,584.0
2487.0,462.5
2488.0,578.0
2489.0,437.0
2490.0,430.0
2491.0,474.0
2492.0,449.0
2493.0,488.0
2494.0,552.0
2495.0,524.0
2496.0,407.0
2497.0,494.0
2498.0,623.5
2499.0,481.0
2500.0,404.5
2501.0,443.0
2502.0,532.0
2503.0,490.5
2504.0,550.0
2505.0,498.5
2506.0,406.0
2507.0,481.5
2508.0,483.0
2509.0,422.0
2510.0,535.0
2511.0,477.5
2512.0,539.0
2513.0,476.0
2514.0,600.0
2515.0,482.0
2516.0,485.0
2517.0,579.0
2518.0,848.5
2519.0,581.0
2520.0,582.0
2521.0,584.0
2522.0,574.5
2523.0,448.5
2524.0,400.5
2525.0,523.0
2526.0,420.0
2527.0,450.0
2528.0,563.0
2529.0,358.0
2530.0,525.0
2531.0,461.0
2532.0,479.0
2533.0,518.0
2534.0,557.0
2535.0,455.0
2536.0,464.0
2537.0,470.5
2539.0,516.0
2541.0,381.0
2542.0,482.0
2543.0,413.5
2545.0,434.0
2546.0,475.5
2547.0,507.5
2548.0,647.0
2549.0,591.0
2550.0,449.0
2551.0,448.0
2552.0,545.0
2553.0,405.0
2554.0,508.0
2555.0,548.0
2556.0,587.0
2557.0,540.0
2558.0,487.0
2559.0,539.0
2560.0,365.0
2561.0,479.0
2562.0,667.5
2563.0,434.0
2564.0,479.5
2565.0,479.0
2566.0,449.0
2567.0,530.0
2568.0,421.0
2569.0,586.0
2570.0,650.0
2571.0,502.0
2572.0,504.0
2573.0,561.5
2574.0,710.5
2575.0,680.0
2576.0,432.0
2577.0,404.0
2578.0,471.5
2579.0,561.0
2580.0,381.0
2581.0,561.0
2582.0,628.0
2583.0,663.0
2584.0,520.0
2585.0,480.0
2586.0,765.0
2587.0,531.0
2588.0,435.0
2589.0,535.5
2590.0,607.0
2591.0,585.0
2592.0,414.0
2593.0,504.0
2594.0,539.0
2595.0,428.0
2596.0,568.5
2597.0,522.0
2598.0,543.5
2599.0,500.0
2600.0,398.0
2601.0,664.0
2602.0,509.0
2603.0,467.0
2604.0,454.0
2605.0,474.0
2606.0,426.0
2607.0,542.5
2608.0,576.0
2609.0,593.0
2610.0,597.0
2611.0,449.0
2612.0,500.0
2613.0,519.0
2614.0,596.5
2615.0,525.0
2616.0,519.5
2617.0,659.0
2618.0,582.0
2619.0,599.0
2620.0,464.0
2621.0,513.0
2622.0,519.5
2623.0,593.5
2624.0,1116.0
2625.0,552.5
2627.0,468.0
2628.0,494.0
2629.0,462.0
2630.0,474.0
2631.0,716.0
2632.0,450.0
2634.0,463.0
2635.0,462.0
2636.0,638.0
2637.0,511.0
2638.0,533.5
2639.0,448.0
2641.0,635.0
2642.0,696.0
2643.0,509.0
2644.0,461.5
2645.0,815.5
2646.0,607.0
2647.0,539.0
2648.0,478.0
2649.0,495.5
2650.0,538.5
2651.0,572.0
2652.0,342.0
2653.0,621.0
2654.0,504.0
2655.0,435.0
2656.0,506.0
2657.0,515.0
2658.0,484.0
2659.0,765.0
2660.0,608.5
2662.0,464.0
2663.0,536.0
2664.0,541.0
2665.0,556.0
2666.0,482.5
2667.0,671.0
2668.0,516.0
2669.0,647.0
2670.0,493.0
2671.0,647.0
2672.0,542.5
2673.0,578.0
2674.0,492.0
2675.0,550.5
2676.0,484.0
2677.0,644.0
2678.0,511.0
2679.0,496.5
2680.0,634.0
2681.0,470.0
2682.0,599.0
2683.0,555.0
2685.0,601.0
2686.0,417.0
2687.0,620.0
2688.0,477.0
2689.0,597.0
2690.0,459.0
2691.0,536.5
2692.0,470.0
2693.0,494.5
2695.0,650.0
2696.0,601.0
2697.0,664.5
2698.0,623.0
2699.0,547.5
2700.0,702.0
2701.0,576.0
2702.0,667.5
2703.0,602.0
2704.0,514.0
2705.0,648.0
2706.0,477.0
2707.0,498.0
2708.0,435.0
2709.0,581.5
2710.0,575.0
2711.0,508.0
2712.0,428.0
2713.0,533.0
2714.0,640.5
2715.0,466.0
2716.0,546.0
2717.0,376.0
2718.0,475.5
2719.0,502.0
2720.0,501.0
2721.0,627.0
2722.0,554.0
2723.0,565.0
2724.0,593.0
2725.0,531.0
2726.0,465.0
2727.0,500.0
2728.0,648.0
2729.0,725.0
2730.0,415.0
2731.0,556.0
2732.0,867.0
2733.0,510.0
2734.0,654.0
2735.0,539.0
2736.0,549.5
2737.0,868.0
2738.0,509.0
2739.0,555.0
2740.0,615.0
2741.0,514.0
2742.0,441.0
2743.0,708.0
2744.0,541.0
2745.0,551.0
2746.0,504.5
2747.0,717.5
2748.0,559.5
2749.0,557.0
2750.0,521.0
2751.0,502.0
2752.0,552.0
2753.0,494.0
2754.0,523.5
2755.0,519.0
2756.0,546.5
2757.0,713.0
2758.0,649.0
2759.0,409.0
2761.0,501.0
2762.0,532.5
2763.0,456.0
2764.0,491.0
2765.0,495.0
2766.0,604.0
2767.0,584.0
2768.0,752.0
2769.0,592.5
2770.0,614.0
2771.0,730.5
2772.0,537.0
2773.0,679.0
2774.0,508.5
2775.0,389.0
2778.0,431.0
2779.0,639.0
2780.0,462.0
2781.0,574.0
2782.0,592.0
2783.0,678.0
2784.0,525.0
2785.0,509.0
2786.0,475.0
2787.0,578.0
2788.0,591.5
2789.0,503.0
2790.0,513.0
2791.0,546.0
2792.0,615.0
2793.0,686.0
2794.0,523.0
2795.0,599.0
2796.0,608.5
2797.0,685.0
2798.0,459.0
2799.0,596.0
2800.0,566.0
2801.0,584.0
2802.0,618.0
2803.0,591.5
2804.0,584.0
2805.0,573.0
2806.0,576.0
2807.0,558.5
2808.0,584.5
2809.0,635.0
2810.0,566.0
2811.0,
2812.0,567.5
2813.0,535.5
2814.0,485.0
2815.0,510.0
2816.0,570.0
2817.0,660.0
2818.0,1036.5
2819.0,561.5
2820.0,515.0
2821.0,628.0
2822.0,525.0
2823.0,504.5
2824.0,523.0
2825.0,461.5
2826.0,464.0
2827.0,618.0
2828.0,583.0
2829.0,480.0
2830.0,480.0
2831.0,506.0
2832.0,393.0
2833.0,628.0
2834.0,571.5
2835.0,587.5
2836.0,431.5
2837.0,643.0
2838.0,649.0
2839.0,592.0
2840.0,491.0
2841.0,645.5
2842.0,655.0
2843.0,603.0
2844.0,612.5
2845.0,500.0
2846.0,553.0
2848.0,623.0
2849.0,535.0
2850.0,635.0
2851.0,668.5
2852.0,592.0
2853.0,588.0
2854.0,528.0
2855.0,558.0
2856.0,534.0
2857.0,468.5
2858.0,561.5
2859.0,464.0
2860.0,617.0
2861.0,714.5
2862.0,575.0
2863.0,534.0
2864.0,514.0
2865.0,460.0
2866.0,648.0
2867.0,615.0
2868.0,496.5
2869.0,578.5
2870.0,529.0
2871.0,581.0
2872.0,543.5
2873.0,718.0
2874.0,592.0
2875.0,552.0
2876.0,593.5
2877.0,507.0
2878.0,599.0
2879.0,578.0
2880.0,773.5
2881.0,516.0
2884.0,614.5
2885.0,859.0
2886.0,583.0
2887.0,351.0
2888.0,546.0
2889.0,624.0
2890.0,453.0
2891.0,793.0
2892.0,569.0
2893.0,556.5
2894.0,602.0
2895.0,463.0
2896.0,525.5
2897.0,459.5
2898.0,419.0
2899.0,657.0
2900.0,602.5
2901.0,567.0
2902.0,506.0
2903.0,413.5
2904.0,702.0
2905.0,561.0
2906.0,578.0
2907.0,559.0
2908.0,595.0
2909.0,748.0
2910.0,764.0
2911.0,562.0
2912.0,541.0
2913.0,723.0
2914.0,699.0
2915.0,492.0
2916.0,594.0
2917.0,543.0
2918.0,576.0
2919.0,550.0
2920.0,781.5
2921.0,545.0
2922.0,739.0
2923.0,637.0
2924.0,573.5
2925.0,678.5
2926.0,562.0
2927.0,612.5
2928.0,600.0
2929.0,560.5
2930.0,534.5
2931.0,535.0
2932.0,739.0
2933.0,590.0
2934.0,950.0
2935.0,618.0
2936.0,664.5
2937.0,524.0
2938.0,582.5
2939.0,605.0
2940.0,809.0
2941.0,670.5
2943.0,518.0
2944.0,558.0
2945.0,635.0
2946.0,844.5
2947.0,
2948.0,542.0
2949.0,662.0
2950.0,387.0
2951.0,588.0
2952.0,581.5
2953.0,561.0
2954.0,371.0
2955.0,536.5
2956.0,469.0
2958.0,670.0
2959.0,529.0
2960.0,692.0
2962.0,551.5
2963.0,838.0
2964.0,747.0
2965.0,599.0
2966.0,547.0
2967.0,514.0
2968.0,674.0
2969.0,536.0
2970.0,561.5
2971.0,350.0
2972.0,
2973.0,807.0
2974.0,541.5
2975.0,643.0
2976.0,558.5
2978.0,505.0
2979.0,583.0
2980.0,515.5
2981.0,605.0
2982.0,664.0
2983.0,526.0
2984.0,406.0
2985.0,607.0
2986.0,627.0
2987.0,613.5
2988.0,677.0
2989.0,479.0
2990.0,450.0
2991.0,511.0
2992.0,573.0
2993.0,470.5
2994.0,669.5
2995.0,555.0
2996.0,495.0
2998.0,536.5
2999.0,612.5
3000.0,491.0
3002.0,591.0
3003.0,699.0
3004.0,631.0
3005.0,672.5
3006.0,483.5
3007.0,622.5
3008.0,728.5
3009.0,715.5
3011.0,546.5
3012.0,571.5
3013.0,563.0
3014.0,658.0
3015.0,581.0
3016.0,601.0
3017.0,672.5
3018.0,552.0
3019.0,578.0
3020.0,842.0
3023.0,518.0
3024.0,769.0
3025.0,669.5
3026.0,556.0
3027.0,608.0
3028.0,794.5
3029.0,555.0
3030.0,553.0
3031.0,554.0
3032.0,631.0
3033.0,580.0
3034.0,428.5
3035.0,598.0
3036.0,533.0
3037.0,540.5
3038.0,473.0
3039.0,580.5
3040.0,675.5
3042.0,697.0
3043.0,613.5
3044.0,652.0
3045.0,570.0
3046.0,592.5
3047.0,527.0
3048.0,597.0
3049.0,595.5
3050.0,563.5
3051.0,689.5
3052.0,692.0
3053.0,629.0
3054.0,492.0
3055.0,634.0
3056.0,657.5
3057.0,606.0
3058.0,581.0
3059.0,554.5
3061.0,728.0
3062.0,584.0
3063.0,461.5
3064.0,506.0
3065.0,692.0
3066.0,642.0
3067.0,637.5
3068.0,612.0
3069.0,750.0
3070.0,570.0
3071.0,615.0
3072.0,701.0
3073.0,734.0
3074.0,623.0
3075.0,659.0
3076.0,856.0
3077.0,546.5
3078.0,494.0
3079.0,538.5
3080.0,587.0
3081.0,635.0
3082.0,536.0
3083.0,806.0
3084.0,614.5
3085.0,621.0
3087.0,532.0
3088.0,719.0
3089.0,508.0
3090.0,652.0
3091.0,697.0
3094.0,537.5
3095.0,554.0
3096.0,586.5
3097.0,729.0
3098.0,516.0
3099.0,679.0
3100.0,617.0
3101.0,547.0
3102.0,734.0
3103.0,569.0
3104.0,551.0
3105.0,582.0
3106.0,659.0
3107.0,767.0
3108.0,534.0
3109.0,566.5
3110.0,764.0
3111.0,574.5
3112.0,881.0
3114.0,686.0
3115.0,622.0
3116.0,661.0
3117.0,475.0
3118.0,528.0
3119.0,637.5
3120.0,620.0
3121.0,456.0
3122.0,579.0
3123.0,590.5
3124.0,512.0
3125.0,785.0
3126.0,627.0
3127.0,674.0
3128.0,661.0
3129.0,549.5
3131.0,646.5
3132.0,738.0
3133.0,781.0
3134.0,518.0
3135.0,524.0
3136.0,466.0
3137.0,503.0
3138.0,524.0
3139.0,578.0
3141.0,670.0
3142.0,632.0
3143.0,553.0
3144.0,741.5
3145.0,703.5
3146.0,682.5
3148.0,752.5
3149.0,676.0
3150.0,672.0
3151.0,482.0
3152.0,550.0
3153.0,486.0
3154.0,674.0
3155.0,576.0
3156.0,695.5
3157.0,637.0
3158.0,515.0
3159.0,650.5
3160.0,567.0
3161.0,
3162.0,640.0
3163.0,759.5
3164.0,652.0
3165.0,533.0
3166.0,628.5
3167.0,644.0
3168.0,598.0
3169.0,719.0
3170.0,572.0
3171.0,765.0
3172.0,632.0
3173.0,485.5
3174.0,506.0
3175.0,896.5
3176.0,468.0
3177.0,713.0
3178.0,631.0
3179.0,639.0
3180.0,547.0
3181.0,580.5
3182.0,730.0
3183.0,514.0
3184.0,641.0
3185.0,715.0
3186.0,876.0
3187.0,719.5
3188.0,708.0
3189.0,680.0
3190.0,489.0
3191.0,456.0
3192.0,506.0
3193.0,688.0
3194.0,454.0
3195.0,410.0
3196.0,510.0
3197.0,809.0
3199.0,591.0
3200.0,687.0
3201.0,542.0
3202.0,696.0
3203.0,653.0
3204.0,581.5
3205.0,465.0
3207.0,647.0
3208.0,667.0
3209.0,723.0
3210.0,646.0
3211.0,847.0
3212.0,572.0
3213.0,754.0
3214.0,551.0
3215.0,688.5
3216.0,566.5
3217.0,715.5
3218.0,1021.0
3219.0,969.0
3220.0,603.0
3221.0,783.0
3222.0,559.0
3223.0,564.0
3224.0,634.5
3225.0,555.0
3226.0,838.0
3227.0,749.0
3228.0,552.5
3229.0,616.0
3230.0,587.0
3231.0,806.5
3233.0,754.0
3234.0,631.5
3235.0,708.5
3236.0,752.5
3237.0,507.0
3238.0,586.5
3239.0,806.0
3240.0,566.5
3241.0,464.0
3242.0,739.0
3243.0,517.0
3244.0,520.0
3245.0,959.0
3246.0,601.0
3247.0,692.0
3248.0,850.0
3249.0,937.0
3250.0,548.0
3251.0,656.0
3252.0,610.0
3253.0,573.0
3254.0,465.0
3256.0,726.0
3257.0,679.0
3258.0,516.5
3259.0,942.0
3260.0,663.0
3262.0,668.0
3263.0,651.0
3264.0,576.0
3265.0,658.0
3266.0,566.5
3267.0,762.0
3268.0,603.5
3269.0,647.0
3270.0,818.0
3271.0,599.0
3273.0,495.0
3274.0,820.0
3275.0,599.0
3276.0,628.0
3277.0,648.0
3278.0,762.0
3279.0,647.0
3280.0,751.0
3281.0,768.0
3282.0,609.5
3283.0,730.5
3285.0,666.0
3287.0,793.0
3289.0,674.5
3290.0,693.0
3291.0,679.5
3292.0,720.0
3293.0,585.0
3294.0,744.0
3295.0,692.0
3296.0,537.0
3297.0,676.0
3298.0,716.0
3299.0,610.0
3300.0,790.0
3301.0,712.0
3302.0,713.0
3303.0,512.0
3304.0,714.0
3305.0,841.0
3306.0,629.0
3307.0,550.0
3308.0,662.0
3309.0,603.0
3310.0,586.0
3311.0,702.0
3312.0,792.5
3313.0,769.0
3314.0,638.0
3316.0,636.0
3317.0,1058.0
3318.0,441.0
3319.0,788.0
3320.0,635.5
3322.0,805.0
3323.0,499.0
3325.0,697.0
3326.0,565.0
3327.0,1011.0
3328.0,625.0
3329.0,628.5
3330.0,661.5
3331.0,777.0
3332.0,762.0
3333.0,752.0
3334.0,565.0
3335.0,614.0
3337.0,568.0
3338.0,570.0
3339.0,592.5
3340.0,840.0
3341.0,758.5
3342.0,644.0
3343.0,455.0
3344.0,550.5
3345.0,685.0
3346.0,613.0
3348.0,555.0
3349.0,642.0
3350.0,706.0
3351.0,484.0
3352.0,891.0
3353.0,721.5
3354.0,683.0
3355.0,666.0
3356.0,641.5
3357.0,621.0
3358.0,1069.0
3359.0,660.0
3360.0,740.5
3361.0,722.0
3362.0,630.0
3364.0,685.0
3365.0,644.0
3366.0,677.0
3367.0,545.0
3369.0,602.5
3370.0,433.0
3371.0,665.0
3372.0,720.0
3373.0,815.0
3374.0,671.0
3375.0,763.0
3376.0,720.0
3377.0,669.0
3379.0,647.5
3380.0,760.5
3381.0,729.0
3382.0,793.5
3383.0,456.0
3384.0,819.0
3386.0,729.0
3387.0,820.0
3388.0,492.0
3389.0,704.0
3390.0,580.0
3391.0,586.5
3392.0,709.0
3393.0,574.0
3395.0,900.5
3396.0,705.0
3397.0,641.5
3398.0,635.5
3400.0,677.0
3401.0,616.0
3402.0,747.0
3403.0,661.0
3404.0,861.0
3405.0,805.0
3406.0,673.0
3407.0,978.0
3408.0,542.0
3409.0,493.0
3410.0,800.0
3412.0,667.0
3413.0,728.5
3414.0,580.0
3415.0,619.5
3416.0,707.0
3417.0,732.0
3418.0,740.0
3419.0,854.5
3420.0,766.0
3421.0,598.0
3422.0,596.0
3424.0,690.0
3425.0,691.5
3426.0,632.0
3427.0,696.0
3428.0,570.0
3429.0,648.5
3430.0,548.0
3431.0,934.0
3432.0,516.0
3433.0,748.0
3434.0,835.0
3435.0,650.5
3436.0,743.0
3437.0,562.0
3440.0,739.0
3442.0,1109.0
3443.0,536.0
3444.0,619.0
3445.0,872.5
3446.0,950.0
3447.0,857.0
3448.0,896.0
3449.0,560.0
3451.0,625.0
3452.0,787.5
3453.0,722.5
3454.0,648.0
3455.0,592.5
3456.0,545.0
3457.0,699.0
3458.0,638.0
3459.0,606.5
3460.0,656.5
3461.0,693.5
3462.0,814.0
3463.0,1170.0
3464.0,749.0
3465.0,703.0
3467.0,749.0
3468.0,675.0
3469.0,661.0
3470.0,601.0
3471.0,530.0
3472.0,956.0
3473.0,
3474.0,639.0
3475.0,807.0
3476.0,647.0
3477.0,462.0
3478.0,730.0
3479.0,451.5
3480.0,568.0
3481.0,708.0
3482.0,614.0
3483.0,764.0
3484.0,582.0
3485.0,678.0
3486.0,695.0
3487.0,740.0
3488.0,452.0
3490.0,628.5
3491.0,657.0
3494.0,557.0
3495.0,834.0
3497.0,832.0
3498.0,702.0
3499.0,671.5
3500.0,1036.0
3502.0,508.0
3503.0,792.5
3504.0,862.0
3505.0,745.0
3506.0,563.0
3507.0,669.0
3508.0,751.0
3509.0,795.5
3510.0,791.0
3511.0,646.0
3512.0,632.0
3513.0,712.5
3514.0,593.5
